geom,degrade_level,query_split,similarity,template_mode,record_id,yaw_true,pitch_true,top1_yaw_pred,top1_pitch_pred,top1_yaw_err,top1_pitch_err,nearest_distance,margin,topk10_idx
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw040_pitch-075,40.0,-75.0,40.0,40.0,0.0,115.0,2e-06,0.0,388;772;940;1129;1747;71;623;341;1744;1778
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw325_pitch-085,325.0,-85.0,325.0,-80.0,0.0,5.0,1.7e-05,4.9e-05,1393;271;1602;28;1477;556;1838;274;221;1032
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw270_pitch+030,270.0,30.0,100.0,50.0,170.0,20.0,1e-06,0.0,500;353;744;1048;1593;373;1303;1158;1727;2041
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw175_pitch+010,175.0,10.0,125.0,5.0,50.0,5.0,0.0,0.0,190;1803;174;2028;921;1457;1281;864;1998;1699
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw115_pitch+020,115.0,20.0,115.0,10.0,0.0,10.0,1e-06,1.3e-05,1364;947;365;523;564;797;393;587;1822;1455
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw135_pitch+030,135.0,30.0,135.0,35.0,0.0,5.0,1e-06,0.0,893;1524;1892;416;153;667;440;1936;4;816
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw025_pitch-080,25.0,-80.0,100.0,25.0,75.0,105.0,0.0,0.0,544;1189;2043;179;78;1416;1324;1147;302;219
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw080_pitch+010,80.0,10.0,220.0,-50.0,140.0,60.0,1e-06,0.0,899;584;1914;371;248;281;531;1315;125;1010
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw200_pitch-045,200.0,-45.0,200.0,30.0,0.0,75.0,0.0,0.0,721;759;85;762;1937;356;646;1987;1506;569
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw195_pitch+050,195.0,50.0,5.0,65.0,170.0,15.0,0.0,0.0,853;837;1628;1701;1085;470;1403;517;2025;141
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw195_pitch+040,195.0,40.0,200.0,65.0,5.0,25.0,0.0,0.0,963;757;1797;756;693;246;1097;598;929;561
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw220_pitch+030,220.0,30.0,220.0,10.0,0.0,20.0,1e-06,0.0,281;531;248;1914;1271;1658;706;215;899;1479
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw270_pitch+025,270.0,25.0,275.0,35.0,5.0,10.0,0.0,0.0,373;1158;1839;1737;577;1634;1713;1121;982;1549
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw265_pitch+040,265.0,40.0,265.0,60.0,0.0,20.0,0.0,0.0,735;1854;1666;1662;63;827;1178;1088;786;1825
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw330_pitch-070,330.0,-70.0,330.0,-65.0,0.0,5.0,2e-06,1e-05,1867;1073;507;307;2065;758;924;1142;221;1706
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw250_pitch-060,250.0,-60.0,250.0,-75.0,0.0,15.0,1e-06,0.0,1126;1071;1290;1014;102;1002;2052;1716;1265;1106
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw130_pitch+085,130.0,85.0,130.0,-90.0,0.0,175.0,1e-06,2e-06,1623;2007;671;1528;183;661;1752;1723;681;475
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw210_pitch-050,210.0,-50.0,210.0,85.0,0.0,135.0,0.0,0.0,224;614;1954;1922;1959;991;1612;2047;108;306
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw210_pitch-060,210.0,-60.0,210.0,-15.0,0.0,45.0,0.0,0.0,1954;224;306;771;1922;832;334;614;886;2047
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw280_pitch+010,280.0,10.0,285.0,15.0,5.0,5.0,0.0,0.0,1649;1188;1114;1900;319;210;2106;2017;1646;547
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw130_pitch-010,130.0,-10.0,310.0,0.0,180.0,10.0,0.0,1e-06,122;98;1660;911;1608;1314;346;1730;292;2042
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw165_pitch+025,165.0,25.0,165.0,0.0,0.0,25.0,1e-06,0.0,1529;2100;1950;987;733;191;431;1177;1023;2012
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw330_pitch-045,330.0,-45.0,330.0,-35.0,0.0,10.0,5e-06,0.0,1073;307;1867;507;758;924;2065;1706;221;1061
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw025_pitch-030,25.0,-30.0,20.0,55.0,5.0,85.0,1e-06,1e-06,1864;486;1663;296;814;1164;1601;838;136;2008
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw210_pitch+040,210.0,40.0,210.0,-35.0,0.0,75.0,1e-06,0.0,2030;1715;1612;379;1959;991;325;571;1704;1922
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw280_pitch-080,280.0,-80.0,290.0,-45.0,10.0,35.0,0.0,0.0,2034;1298;1856;610;1380;842;88;1260;998;1665
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw000_pitch+025,0.0,25.0,0.0,15.0,0.0,10.0,0.0,0.0,1493;286;709;1997;1667;1955;600;1768;639;31
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw215_pitch+090,215.0,90.0,215.0,85.0,0.0,5.0,1e-06,0.0,1834;539;182;563;243;1191;1037;910;1150;48
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw070_pitch-090,70.0,-90.0,245.0,-10.0,175.0,80.0,7e-06,2e-06,1259;1848;1935;1401;140;1901;2005;1816;622;8
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw250_pitch+015,250.0,15.0,250.0,40.0,0.0,25.0,1e-06,0.0,1242;60;323;94;1962;848;169;2101;1029;802
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw180_pitch+070,180.0,70.0,180.0,50.0,0.0,20.0,0.0,0.0,1764;1114;1649;2106;1188;1307;1900;1139;1665;1260
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw355_pitch-040,355.0,-40.0,355.0,25.0,0.0,65.0,0.0,0.0,673;1889;829;858;357;1030;1981;562;157;1799
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw080_pitch-050,80.0,-50.0,80.0,-60.0,0.0,10.0,1e-06,0.0,1878;402;1207;103;452;1432;1212;484;820;1456
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw175_pitch-055,175.0,-55.0,175.0,-50.0,0.0,5.0,0.0,0.0,283;279;234;582;2066;1590;971;1616;854;368
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw245_pitch-085,245.0,-85.0,160.0,-85.0,85.0,0.0,8e-06,9e-06,1756;413;1481;1709;394;530;955;1288;511;1423
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw345_pitch+065,345.0,65.0,345.0,70.0,0.0,5.0,4e-06,1e-06,1761;199;761;576;1405;908;2096;3;1714;1702
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw015_pitch-020,15.0,-20.0,15.0,60.0,0.0,80.0,0.0,0.0,185;703;745;700;748;2011;1871;1228;1972;1729
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw295_pitch+060,295.0,60.0,120.0,-20.0,175.0,80.0,0.0,0.0,1852;391;670;1646;319;301;210;493;768;2017
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw315_pitch-035,315.0,-35.0,315.0,-70.0,0.0,35.0,1e-06,0.0,1128;775;1347;638;1446;135;1958;1332;816;765
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw190_pitch+045,190.0,45.0,185.0,-25.0,5.0,70.0,0.0,0.0,1235;7;1674;918;678;1219;1229;1173;1742;75
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw310_pitch+070,310.0,70.0,260.0,-75.0,50.0,145.0,1e-06,0.0,746;1192;1741;1898;669;2084;1826;1682;223;1545
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw090_pitch-040,90.0,-40.0,90.0,30.0,0.0,70.0,1e-06,1e-06,23;2104;1509;288;1392;833;1751;1525;459;1581
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw265_pitch+085,265.0,85.0,215.0,-85.0,50.0,170.0,0.0,1e-06,1890;1952;1076;730;1588;1725;852;1267;1835;989
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw225_pitch-010,225.0,-10.0,225.0,15.0,0.0,25.0,1e-06,0.0,1213;1206;222;492;1647;1486;1516;1052;1812;355
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw290_pitch-060,290.0,-60.0,285.0,-60.0,5.0,0.0,0.0,0.0,1039;1103;605;1991;142;919;653;998;1762;1426
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw065_pitch+020,65.0,20.0,50.0,-20.0,15.0,40.0,2e-06,1e-06,2057;339;1349;850;644;1137;1642;250;1284;47
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw315_pitch+040,315.0,40.0,315.0,30.0,0.0,10.0,1e-06,1e-06,143;1567;1927;1340;160;2033;461;877;109;1664
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw285_pitch+030,285.0,30.0,290.0,35.0,5.0,5.0,0.0,0.0,1143;320;1433;506;1101;631;1277;2062;1556;275
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw155_pitch-075,155.0,-75.0,155.0,10.0,0.0,85.0,9e-06,0.0,111;1605;336;1130;607;835;1599;778;1976;338
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw265_pitch-075,265.0,-75.0,265.0,-80.0,0.0,5.0,0.0,1e-06,575;348;876;467;630;310;1881;1459;398;967
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw195_pitch-025,195.0,-25.0,195.0,65.0,0.0,90.0,0.0,0.0,561;280;2089;276;232;1395;1000;922;1797;1068
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw045_pitch-025,45.0,-25.0,45.0,-40.0,0.0,15.0,1e-06,0.0,1062;1779;496;1100;962;1086;1233;1211;1668;1575
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw210_pitch-070,210.0,-70.0,210.0,-85.0,0.0,15.0,0.0,0.0,306;771;1954;832;886;2053;334;224;2047;614
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw110_pitch+050,110.0,50.0,115.0,75.0,5.0,25.0,0.0,0.0,1317;1172;1630;938;1633;1346;1929;729;1109;579
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw245_pitch+050,245.0,50.0,245.0,20.0,0.0,30.0,1e-06,0.0,161;754;809;1169;448;367;1947;1200;1785;975
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw015_pitch+050,15.0,50.0,15.0,80.0,0.0,30.0,0.0,1e-06,1871;185;745;700;703;463;748;136;49;2011
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw230_pitch+015,230.0,15.0,70.0,-70.0,160.0,85.0,1e-06,3e-06,1203;1500;943;817;322;734;1656;1813;328;1785
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw300_pitch+035,300.0,35.0,120.0,80.0,180.0,45.0,0.0,0.0,1929;608;1807;1678;1326;1346;1630;73;1466;106
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw105_pitch-015,105.0,-15.0,120.0,-5.0,15.0,10.0,0.0,0.0,812;1773;503;557;824;909;1639;547;66;391
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw070_pitch-045,70.0,-45.0,70.0,45.0,0.0,90.0,0.0,1e-06,209;1171;489;865;389;1274;1424;526;2002;1940
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw260_pitch-005,260.0,-5.0,260.0,-15.0,0.0,10.0,1e-06,0.0,862;1983;497;1733;1565;783;718;901;786;1501
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw300_pitch+060,300.0,60.0,115.0,-30.0,175.0,90.0,0.0,0.0,789;1427;1845;1330;1556;590;842;2046;1551;1277
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw015_pitch-055,15.0,-55.0,15.0,45.0,0.0,100.0,0.0,1e-06,216;823;1526;1310;1258;1292;685;1256;65;2083
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw040_pitch+045,40.0,45.0,40.0,50.0,0.0,5.0,0.0,1e-06,751;375;430;940;1747;623;1238;2078;1211;1295
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw295_pitch+090,295.0,90.0,295.0,-30.0,0.0,120.0,1e-06,0.0,362;67;720;1522;1230;1561;256;1985;515;1877
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw115_pitch-075,115.0,-75.0,285.0,70.0,170.0,145.0,0.0,2.4e-05,1408;393;498;1990;1586;798;947;1364;1398;2072
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw055_pitch-010,55.0,-10.0,55.0,80.0,0.0,90.0,3e-06,3e-06,90;1624;674;2063;442;1050;1591;420;680;702
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw190_pitch+060,190.0,60.0,190.0,50.0,0.0,10.0,0.0,0.0,672;611;2105;1316;409;875;1237;159;293;892
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw010_pitch-040,10.0,-40.0,10.0,-65.0,0.0,25.0,0.0,0.0,2044;1344;1853;59;1690;1506;2073;1186;477;1739
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw210_pitch-030,210.0,-30.0,210.0,-10.0,0.0,20.0,0.0,0.0,325;991;1959;2030;571;614;379;1618;1715;1879
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw190_pitch-020,190.0,-20.0,5.0,65.0,175.0,85.0,0.0,0.0,853;837;1628;1701;598;1085;2025;756;517;392
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw010_pitch+080,10.0,80.0,10.0,-50.0,0.0,130.0,1e-06,0.0,1739;2073;755;1091;421;2044;972;477;1344;1853
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw065_pitch-080,65.0,-80.0,235.0,-10.0,170.0,70.0,2.4e-05,0.0,959;529;1430;227;1394;882;134;1031;1296;1016
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw270_pitch-010,270.0,-10.0,105.0,30.0,165.0,40.0,1e-06,0.0,1138;815;1505;428;1250;1617;1561;1571;175;264
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw150_pitch+035,150.0,35.0,150.0,45.0,0.0,10.0,2e-06,7e-06,740;1361;1115;1007;1865;839;739;897;1412;137
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw030_pitch-065,30.0,-65.0,30.0,-90.0,0.0,25.0,1e-06,0.0,615;969;10;604;1336;1319;2048;305;736;1557
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw325_pitch-090,325.0,-90.0,325.0,0.0,0.0,90.0,9e-06,3e-06,1993;1032;973;343;1801;317;1602;2097;1146;863
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw190_pitch-050,190.0,-50.0,290.0,90.0,100.0,140.0,0.0,0.0,920;1341;753;1596;684;1041;677;370;1719;1675
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw295_pitch+080,295.0,80.0,295.0,70.0,0.0,10.0,2e-06,9e-06,1822;797;587;564;523;365;1455;637;1364;878
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw220_pitch-070,220.0,-70.0,260.0,70.0,40.0,140.0,0.0,1e-06,901;870;2013;783;1523;862;1565;1733;1501;583
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw185_pitch-060,185.0,-60.0,285.0,90.0,100.0,150.0,0.0,0.0,429;1915;1082;1396;1450;1229;1876;462;432;1909
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw310_pitch+060,310.0,60.0,305.0,-60.0,5.0,120.0,0.0,0.0,1459;967;318;110;1474;1105;2050;268;348;239
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw245_pitch+080,245.0,80.0,230.0,80.0,15.0,0.0,8e-06,4e-06,1092;1401;140;622;1935;1259;456;935;1908;1473
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw045_pitch-070,45.0,-70.0,45.0,-60.0,0.0,10.0,3e-06,0.0,1880;165;1345;1413;1194;1482;1831;1233;953;825
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw060_pitch-090,60.0,-90.0,55.0,-5.0,5.0,85.0,2e-06,9e-06,521;2018;690;1089;1833;2;6;1566;1827;1591
G3,degraded-mild,test,neg-L2,matched-degraded,G3_yaw125_pitch+060,125.0,60.0,125.0,50.0,0.0,10.0,1e-06,1e-06,2022;205;635;1541;1810;1462;398;1670;424;619
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw260_pitch-065,260.0,-65.0,45.0,-30.0,145.0,35.0,-0.999994,2e-06,1100;1849;1645;1809;1779;1826;640;1535;1707;1501
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw300_pitch+055,300.0,55.0,110.0,40.0,170.0,15.0,-0.999998,2e-06,729;2037;916;887;1326;1996;86;1732;480;1633
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw140_pitch+000,140.0,0.0,140.0,-90.0,0.0,90.0,-0.999863,3.4e-05,1481;983;511;1288;955;530;1756;413;1709;1801
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw165_pitch+055,165.0,55.0,135.0,-35.0,30.0,90.0,-0.999932,1e-06,440;1936;1177;667;416;431;415;1529;776;1892
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw170_pitch-040,170.0,-40.0,310.0,-75.0,140.0,35.0,-0.999987,4.8e-05,1451;1415;595;1774;1585;1275;52;315;466;1804
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw315_pitch-020,315.0,-20.0,315.0,-5.0,0.0,15.0,-0.999933,8.4e-05,937;1908;2014;213;129;1918;1724;1092;1836;1473
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw130_pitch+035,130.0,35.0,130.0,65.0,0.0,30.0,-0.999834,4.7e-05,1752;2007;671;2031;424;397;124;1942;1299;663
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw020_pitch-005,20.0,-5.0,5.0,-60.0,15.0,55.0,-0.999997,0.0,1903;2069;1270;1955;2001;1377;1526;354;1968;477
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw255_pitch-005,255.0,-5.0,255.0,0.0,0.0,5.0,-0.999977,6.9e-05,980;1167;553;719;1475;1815;2023;183;1079;294
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw190_pitch-055,190.0,-55.0,100.0,-85.0,90.0,30.0,-0.999999,1e-06,1734;1596;171;1164;929;78;819;17;324;128
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw345_pitch-080,345.0,-80.0,315.0,35.0,30.0,115.0,-0.999764,0.000417,1655;1943;649;504;883;2056;1884;84;143;83
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw160_pitch-080,160.0,-80.0,235.0,-5.0,75.0,75.0,-0.999994,8.9e-05,728;1214;738;1530;2015;1283;1056;2;386;698
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw320_pitch-020,320.0,-20.0,55.0,-85.0,95.0,65.0,-0.999904,7.8e-05,1591;1566;680;1050;690;1833;442;1650;2063;1016
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw085_pitch+050,85.0,50.0,85.0,-35.0,0.0,85.0,-0.999973,1.4e-05,2071;1348;1456;476;372;484;1120;297;459;1600
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw015_pitch+020,15.0,20.0,0.0,35.0,15.0,15.0,-1.0,0.0,1510;639;1746;1493;148;1256;1445;1519;895;1322
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw175_pitch-015,175.0,-15.0,305.0,-80.0,130.0,65.0,-0.999939,3.7e-05,689;1699;1946;513;2080;927;2092;54;174;1372
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw320_pitch-065,320.0,-65.0,160.0,-65.0,160.0,0.0,-0.999922,0.000317,156;270;1821;33;225;1355;383;273;1328;1843
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw245_pitch+075,245.0,75.0,230.0,-80.0,15.0,155.0,-1.0,0.000485,941;935;456;487;1511;1444;1994;882;1394;8
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw120_pitch+085,120.0,85.0,280.0,-50.0,160.0,135.0,-0.999997,0.0,1035;1561;449;612;2054;1617;1879;364;374;332
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw085_pitch-060,85.0,-60.0,85.0,40.0,0.0,100.0,-0.999999,1.2e-05,1120;372;1600;1456;1134;1546;484;297;682;2071
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw175_pitch+080,175.0,80.0,175.0,70.0,0.0,10.0,-0.999902,4e-06,405;1372;368;54;2092;2080;1793;927;304;513
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw200_pitch+005,200.0,5.0,195.0,5.0,5.0,0.0,-0.999987,1e-05,381;1548;1776;168;178;240;463;1604;464;280
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw160_pitch-070,160.0,-70.0,160.0,20.0,0.0,90.0,-0.997782,0.000545,955;1288;983;511;1481;1709;1148;530;1756;1423
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw135_pitch-080,135.0,-80.0,320.0,85.0,175.0,165.0,-0.999965,0.00014,411;1624;674;90;2063;77;1720;420;442;702
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw250_pitch+080,250.0,80.0,250.0,-80.0,0.0,160.0,-0.999863,7.2e-05,1004;1999;1918;129;481;2014;294;937;1152;752
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw020_pitch+065,20.0,65.0,10.0,75.0,10.0,10.0,-0.999999,2e-06,59;1859;280;363;1127;232;1847;626;2108;1069
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw320_pitch+005,320.0,5.0,340.0,-85.0,20.0,90.0,-0.999508,0.000158,1113;1458;1018;1938;1514;1201;233;845;1805;1923
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw115_pitch-085,115.0,-85.0,120.0,-75.0,5.0,10.0,-0.999971,1.4e-05,401;192;1794;1498;1564;265;1484;1205;1811;781
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw325_pitch+010,325.0,10.0,160.0,50.0,165.0,40.0,-0.999969,5e-06,1094;457;1461;274;40;271;1920;509;1410;1552
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw255_pitch+015,255.0,15.0,255.0,-45.0,0.0,60.0,-0.999997,1e-06,20;2068;1716;2091;1933;1353;1002;333;2055;1482
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw185_pitch+060,185.0,60.0,180.0,60.0,5.0,0.0,-0.999991,1e-06,1307;91;179;979;198;1905;1219;1613;1139;1609
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw280_pitch+030,280.0,30.0,210.0,85.0,70.0,55.0,-0.999999,0.0,224;799;334;1143;1959;1433;379;534;1074;2030
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw045_pitch-035,45.0,-35.0,45.0,55.0,0.0,90.0,-0.999986,7e-06,962;1880;1179;340;1180;1413;1941;1559;1784;1486
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw055_pitch+005,55.0,5.0,55.0,85.0,0.0,80.0,-0.999649,0.000233,2018;521;1312;1763;698;87;1056;1814;95;1827
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw110_pitch-055,110.0,-55.0,290.0,20.0,180.0,75.0,-0.999997,1e-06,163;2047;1845;811;1460;789;1618;319;19;1133
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw330_pitch-075,330.0,-75.0,330.0,-65.0,0.0,10.0,-0.999538,0.000226,1867;1073;507;307;2065;758;395;1142;1362;1841
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw310_pitch-020,310.0,-20.0,125.0,45.0,175.0,65.0,-0.999966,2.7e-05,1462;1264;1810;1545;18;635;910;441;2022;1804
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw270_pitch+045,270.0,45.0,95.0,-60.0,175.0,105.0,-0.999994,4e-06,1825;282;744;1593;330;353;1088;1553;2041;1755
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw095_pitch-020,95.0,-20.0,275.0,25.0,180.0,45.0,-0.999992,2e-06,668;1357;32;1839;1919;577;903;121;427;650
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw350_pitch-045,350.0,-45.0,350.0,15.0,0.0,60.0,-0.999997,1.5e-05,2045;908;658;291;1775;1910;1090;1714;45;417
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw010_pitch-010,10.0,-10.0,0.0,-30.0,10.0,20.0,-0.999996,0.0,1403;1001;1754;458;312;1871;1186;1395;700;1912
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw240_pitch+030,240.0,30.0,235.0,40.0,5.0,10.0,-0.999996,1e-05,1025;1851;89;201;1679;38;516;42;2075;580
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw250_pitch+085,250.0,85.0,320.0,90.0,70.0,5.0,-0.999586,4.8e-05,954;1248;166;101;1924;859;481;1411;1816;536
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw095_pitch+025,95.0,25.0,105.0,70.0,10.0,45.0,-1.0,3e-06,2035;1737;235;188;1549;2086;715;1870;1902;1285
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw065_pitch-015,65.0,-15.0,245.0,-45.0,180.0,30.0,-0.999979,4.3e-05,44;1718;754;1276;208;964;1619;1806;138;809
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw075_pitch-070,75.0,-70.0,250.0,40.0,175.0,110.0,-0.999984,2.5e-05,1242;1070;1265;323;1014;60;485;1515;1577;1290
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw180_pitch+015,180.0,15.0,305.0,85.0,125.0,70.0,-0.999997,2e-06,1183;909;1022;1773;593;1208;189;422;824;812
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw295_pitch-085,295.0,-85.0,290.0,-80.0,5.0,5.0,-0.999973,1.8e-05,1604;1776;178;381;245;1548;464;229;2032;1754
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw205_pitch+075,205.0,75.0,180.0,30.0,25.0,45.0,-0.999999,1e-06,1291;535;677;1654;1674;345;1161;780;314;1104
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw335_pitch-070,335.0,-70.0,335.0,20.0,0.0,90.0,-0.999742,4.1e-05,1676;1072;1661;885;974;556;900;1632;1726;180
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw165_pitch-005,165.0,-5.0,165.0,-10.0,0.0,5.0,-0.999966,1e-05,1950;2100;816;1255;2012;135;1112;1819;733;191
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw295_pitch+000,295.0,0.0,270.0,-90.0,25.0,90.0,-0.999957,7.4e-05,1665;256;515;1308;543;1544;643;1166;75;1842
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw170_pitch+060,170.0,60.0,310.0,-75.0,140.0,135.0,-0.999988,0.0,1451;595;1774;1275;466;315;1415;52;1499;1491
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw195_pitch+045,195.0,45.0,195.0,55.0,0.0,10.0,-0.999999,1e-06,1097;1506;561;1478;1463;710;770;1069;2108;626
G3,degraded-mild,test,cosine,matched-degraded,G3_yaw120_pitch+075,120.0,75.0,305.0,90.0,175.0,15.0,-0.999992,3.7e-05,1881;730;1713;591;617;1835;1042;1046;196;860
